canonical_question_id,chapter,subtopic,question_pattern,micro_concept,difficulty_estimate,final_confidence
cq_001631_6f3d0d1845,Business Finance,financial planning,definition-based,capital structure,easy,0.61
cq_001632_808ea5b1bd,Business Finance,investment decision,definition-based,working capital,easy,0.60
cq_001633_26b75b9e1a,Entrepreneurship Development,process,chronology/process order,development,easy,0.45
cq_001634_6b5b223f98,Controlling,meaning and importance,definition-based,controlling,easy,0.79
cq_001635_8042ad749e,Principles of Management,nature of principles,principle-identification,principles,easy,0.53
cq_001636_be71dbb62a,Directing,communication,definition-based,communication barriers,easy,0.85
cq_001637_e433a087a0,Organising,decentralisation,definition-based,centralisation/decentralisation,easy,0.48
cq_001638_247a1b3459,Nature and Significance of Management,meaning and objectives,definition-based,types of plans,easy,0.55
cq_001639_3b15faf2c0,Marketing,marketing meaning,definition-based,marketing,easy,0.74
cq_001640_349e621b65,Business Finance,financial management,feature-identification,financial,easy,0.80
cq_001641_3d29bbd274,Nature and Significance of Management,coordination,definition-based,coordination,easy,0.68
cq_001642_771b8964a3,Directing,communication,match-the-following,communication barriers,medium,0.86
cq_001643_bd0df701d7,Business Environment,dimensions,feature-identification,environment,easy,0.63
cq_001644_d3d3f2613e,Entrepreneurship Development,competencies and values,statement true/false,entrepreneur characteristics,easy,0.34
cq_001645_30a45ce1b2,Directing,Maslow hierarchy,definition-based,maslow hierarchy,easy,0.69
cq_001646_b37d89aa1a,Directing,motivation,chronology/process order,motivation,easy,0.70
cq_001647_7528217eea,Principles of Management,Fayol principles,principle-identification,division of work,medium,0.81
cq_001648_f495315f7d,Principles of Management,Taylor scientific management,definition-based,scientific management,easy,0.80
cq_001649_973d5aabe3,Organising,delegation,statement true/false,delegation,hard,0.27
cq_001650_e37f992d78,Planning,types of plans,match-the-following,types of plans,medium,0.33
cq_001651_fbf1f702df,Controlling,control process,chronology/process order,controlling,easy,0.58
cq_001652_b2611deb2d,Organising,meaning and process,chronology/process order,organising,easy,0.60
cq_001653_7a461583c7,Nature and Significance of Management,levels of management,statement true/false,management,easy,0.58
cq_001654_2cf0571fbe,Staffing,selection,match-the-following,selection,medium,0.23
cq_001655_ce72bd3678,Business Environment,meaning and features,definition-based,taken,easy,0.32
cq_001656_861d211f64,Business Environment,dimensions,example-to-concept,environment,easy,0.83
cq_001657_58472f60be,Business Finance,financial management,definition-based,financial risk,easy,0.80
cq_001658_2e62935ce7,Marketing,marketing management philosophies,example-to-concept,marketing,easy,0.75
cq_001659_fa0e72ffac,Controlling,control process,chronology/process order,performance,easy,0.63
cq_001660_f57807f4b6,Principles of Management,Fayol principles,definition-based,principles,easy,0.16
cq_001661_b9ddd842ec,Organising,meaning and process,chronology/process order,division of work,easy,0.77
cq_001662_cef032c1f8,Directing,supervision,definition-based,directing,easy,0.46
cq_001663_8929130c6c,Directing,motivation,feature-identification,motivation,easy,0.75
cq_001664_9317015df0,Nature and Significance of Management,levels of management,principle-identification,management,easy,0.56
cq_001665_50096046e3,Planning,planning process,chronology/process order,selection,easy,0.63
cq_001666_5bc1743dd5,Principles of Management,techniques of scientific management,definition-based,scientific management,easy,0.56
cq_001667_196626338e,Directing,Maslow hierarchy,chronology/process order,maslow hierarchy,easy,0.69
cq_001668_cd2c7f2172,Consumer Protection,importance,definition-based,delegation,easy,0.85
cq_001669_06d6979e41,Principles of Management,Fayol principles,definition-based,principles,easy,0.33
cq_001670_e35ffbdcff,Directing,leadership,statement true/false,leadership style,medium,0.84
cq_001671_d4e8472827,Principles of Management,Taylor scientific management,definition-based,scientific management,easy,0.72
cq_001672_1301d05fca,Organising,importance,definition-based,facilitates,easy,0.83
cq_001673_4b5c896381,Business Finance,financial management,definition-based,financial,easy,0.50
cq_001674_2ebc49e289,Marketing,product,feature-identification,marketing,easy,0.73
cq_001675_ca1a75ed0a,Business Finance,investment decision,statement true/false,finance,easy,0.41
cq_001676_cb113df802,Planning,planning process,chronology/process order,types of plans,easy,0.60
cq_001677_dd2ed5b33c,Controlling,control process,chronology/process order,controlling,easy,0.91
cq_001678_64f2c6b584,Entrepreneurship Development,need and characteristics,definition-based,maslow hierarchy,easy,0.39
cq_001679_ac383c2457,Business Finance,financial planning,case-study diagnosis,financial risk,medium,0.49
cq_001680_83e8052c4b,Directing,communication,feature-identification,scalar chain,easy,0.61
cq_001681_77a54be8bd,Nature and Significance of Management,levels of management,definition-based,management,easy,0.41
cq_001682_3b72bcba6b,Business Environment,dimensions,definition-based,dimensions,easy,0.46
cq_001683_0eef9d0841,Consumer Protection,importance,definition-based,products,easy,0.45
cq_001684_d97bdf00d2,Nature and Significance of Management,coordination,statement true/false,coordination,medium,0.73
cq_001685_5fadf66021,Directing,meaning and importance,statement true/false,directing,easy,0.64
cq_001686_d2861773a3,Nature and Significance of Management,levels of management,definition-based,management,easy,0.49
cq_001687_efcb930447,Consumer Protection,consumer rights,case-study diagnosis,consumer rights,medium,0.92
cq_001688_a93c6a3c49,Organising,delegation,definition-based,delegation,easy,0.90
cq_001689_ca644041be,Staffing,staffing process,chronology/process order,staffing,easy,0.52
cq_001690_2765ada522,Directing,communication,chronology/process order,communication,easy,0.70
cq_001691_199ad15480,Directing,communication,chronology/process order,message,easy,0.75
cq_001692_90c2f4dec0,Controlling,meaning and importance,definition-based,entrepreneur characteristics,easy,0.65
cq_001693_12ed241506,Consumer Protection,importance,definition-based,consumer,easy,0.80
cq_001694_0d91c6ffc3,Organising,organisation structure,match-the-following,recruitment,medium,0.58
cq_001695_60941f83e9,Consumer Protection,importance,feature-identification,consumer,easy,0.82
cq_001696_67a25e8549,Controlling,relationship with planning,feature-identification,planning,easy,0.53
cq_001697_8139a97d70,Entrepreneurship Development,process,definition-based,entrepreneurship,easy,0.53
cq_001698_d63067e60f,Marketing,marketing management philosophies,feature-identification,types of plans,hard,0.38
cq_001699_3d87b16608,Controlling,relationship with planning,statement true/false,controlling,easy,0.49
cq_001700_1caadc1661,Planning,types of plans,match-the-following,types of plans,medium,0.77
cq_001701_5d1cfe3de8,Consumer Protection,importance,feature-identification,consumer,easy,0.82
cq_001702_3e63c5edba,Directing,motivation,definition-based,directing,easy,0.79
cq_001703_9021421468,Directing,supervision,match-the-following,leadership style,medium,0.34
cq_001704_4bd09b769a,Nature and Significance of Management,levels of management,feature-identification,management,easy,0.56
cq_001705_9286b4580d,Business Finance,financing decision,match-the-following,financial risk,medium,0.89
cq_001706_ded32f02b1,Nature and Significance of Management,meaning and objectives,statement true/false,types of plans,easy,0.72
cq_001707_c3670d5fbb,Planning,meaning and features,definition-based,function,easy,0.45
cq_001708_a6d45219c2,Consumer Protection,consumer rights,match-the-following,consumer rights,medium,0.91
cq_001709_3363662d19,Entrepreneurship Development,concept and functions,definition-based,return,easy,0.34
cq_001710_536b80ab34,Marketing,marketing meaning,statement true/false,marketing,medium,0.66
cq_001711_3b67065572,Staffing,staffing process,chronology/process order,selection,easy,0.91
cq_001712_4a1d56a228,Consumer Protection,importance,statement true/false,consumer redressal,easy,0.63
cq_001713_1ff679e88e,Marketing,product,definition-based,price mix,easy,0.51
cq_001714_0c8c7ad947,Organising,meaning and process,chronology/process order,division of work,easy,0.89
cq_001715_629d2ca4d8,Consumer Protection,importance,definition-based,financial risk,easy,0.59
cq_001716_e3c8ca22a1,Entrepreneurship Development,competencies and values,case-study diagnosis,entrepreneur characteristics,easy,0.34
cq_001717_81f2b14978,Staffing,training and development,definition-based,types of plans,easy,0.60
cq_001718_a6224d6a6d,Marketing,pricing,feature-identification,price mix,easy,0.70
cq_001719_7add7bf264,Business Environment,dimensions,definition-based,financial risk,easy,0.62
cq_001720_404e71e7cc,Nature and Significance of Management,functions of management,feature-identification,management,easy,0.39
cq_001721_2e5e064fb5,Principles of Management,Fayol principles,match-the-following,equity,medium,0.71
cq_001722_f0efcbf232,Staffing,recruitment,chronology/process order,recruitment,easy,0.58
cq_001723_44b69b6dc8,Principles of Management,nature of principles,principle-identification,principles,easy,0.63
cq_001724_7d9ef96920,Business Environment,dimensions,feature-identification,environment,easy,0.63
cq_001725_e7bc226813,Marketing,product,feature-identification,marketing mix,easy,0.44
cq_001726_aea0a80f70,Business Finance,financial management,definition-based,equity,easy,0.44
cq_001727_5295baa5ae,Principles of Management,Taylor scientific management,definition-based,scientific management,easy,0.42
cq_001728_6eaa7e0d8c,Planning,types of plans,match-the-following,products,medium,0.41
cq_001729_d3d5d5592b,Nature and Significance of Management,features of management,statement true/false,management,easy,0.82
cq_001730_73607cae8d,Controlling,meaning and importance,definition-based,controlling,easy,0.79
